job_id,config,project,initial_numPass,is_success,max_numPass,final_fitness,final_iteration,optimal_iteration,first_improvement_iteration,convergence_90_iteration,total_evaluations,actual_executions,predictions,duration_seconds,prediction_rate,time_to_first_improvement_sec
209,FI-00,FruitCatching-12,0,False,4,14.560457516339866,132,,2.0,2,6384,6384,0,9482.0,0.0,143.66666666666666
210,FI-00,FruitCatching-13,1,False,14,20.086207311207307,155,,13.0,45,7488,7488,0,12085.0,0.0,1013.5806451612904
211,FI-00,FruitCatching-14,22,False,22,25.977272727272727,70,,,0,3408,3408,0,12163.0,0.0,
212,FI-00,FruitCatching-15,21,False,23,26.499556980342398,64,,3.0,0,3120,3120,0,12109.0,0.0,567.609375
213,FI-00,FruitCatching-16,7,False,24,26.890123456790125,159,,1.0,0,7680,7680,0,11591.0,0.0,72.8993710691824
214,FI-00,FruitCatching-17,3,False,19,24.365315856982523,126,,1.0,26,6096,6096,0,12044.0,0.0,95.58730158730158
215,FI-00,FruitCatching-18,9,False,18,24.29220069175157,79,,1.0,1,3840,3840,0,12162.0,0.0,153.9493670886076
216,FI-00,FruitCatching-19,18,False,20,25.384946970752782,62,,12.0,0,3024,3024,0,12212.0,0.0,2363.6129032258063
217,FI-00,FruitCatching-2,12,False,19,24.17983428172108,56,,1.0,0,2736,2736,0,12208.0,0.0,218.0
218,FI-00,FruitCatching-20,20,False,20,25.348809523809525,61,,,0,2976,2976,0,12174.0,0.0,
219,FI-00,FruitCatching-21,18,False,22,25.579365079365083,89,,2.0,0,4320,4320,0,12117.0,0.0,272.29213483146066
220,FI-00,FruitCatching-22,5,False,19,25.045987503658065,116,,1.0,8,5616,5616,0,12098.0,0.0,104.29310344827586
221,FI-00,FruitCatching-23,5,False,15,22.768048713738366,97,,1.0,4,4704,4704,0,12070.0,0.0,124.43298969072164
222,FI-00,FruitCatching-24,17,False,18,24.213594636811195,62,,1.0,0,3024,3024,0,12249.0,0.0,197.56451612903226
223,FI-00,FruitCatching-25,2,False,18,25.1380352281436,136,,1.0,32,6576,6576,0,12098.0,0.0,88.95588235294117
224,FI-00,FruitCatching-26,16,False,20,24.53985642946317,95,,1.0,0,4608,4608,0,12139.0,0.0,127.77894736842104
225,FI-00,FruitCatching-27,17,False,21,25.2547927434729,74,,6.0,0,3600,3600,0,12171.0,0.0,986.8378378378379
226,FI-00,FruitCatching-28,26,False,26,27.454761904761902,63,,,0,3072,3072,0,12212.0,0.0,
227,FI-00,FruitCatching-29,21,False,21,25.74239618406285,75,,,0,3648,3648,0,12175.0,0.0,
228,FI-00,FruitCatching-3,12,False,22,25.33809523809524,82,,1.0,1,3984,3984,0,12197.0,0.0,148.7439024390244
229,FI-00,FruitCatching-30,13,False,22,25.528030303030302,107,,1.0,1,5184,5184,0,12173.0,0.0,113.7663551401869
230,FI-00,FruitCatching-31,15,False,21,25.18528795272606,73,,1.0,0,3552,3552,0,12055.0,0.0,165.13698630136986
231,FI-00,FruitCatching-32,22,False,24,26.04503927512141,90,,1.0,0,4368,4368,0,12130.0,0.0,134.77777777777777
232,FI-00,FruitCatching-33,17,False,19,25.14609474344885,63,,1.0,0,3072,3072,0,12205.0,0.0,193.7301587301587
233,FI-00,FruitCatching-34,24,False,24,26.228921270997773,82,,,0,3984,3984,0,12046.0,0.0,
234,FI-00,FruitCatching-35,23,False,25,26.96175115207373,79,,44.0,0,3840,3840,0,12179.0,0.0,6783.2405063291135
235,FI-00,FruitCatching-36,4,False,18,23.50966386554622,81,,1.0,21,3936,3936,0,12154.0,0.0,150.04938271604937
236,FI-00,FruitCatching-37,17,False,22,26.02397292250233,186,,1.0,0,8976,8976,0,12272.0,0.0,65.97849462365592
237,FI-00,FruitCatching-38,17,False,19,24.56834478574756,53,,1.0,0,2592,2592,0,12065.0,0.0,227.64150943396226
238,FI-00,FruitCatching-39,14,False,18,24.51004075134677,74,,4.0,0,3600,3600,0,12189.0,0.0,658.8648648648649
239,FI-00,FruitCatching-4,20,False,23,26.20574504941184,82,,1.0,0,3984,3984,0,12141.0,0.0,148.0609756097561
240,FI-00,FruitCatching-40,20,False,23,25.8201278659612,82,,1.0,0,3984,3984,0,12171.0,0.0,148.4268292682927
241,FI-00,FruitCatching-41,16,False,18,23.92460317460317,39,,1.0,0,1920,1920,0,12345.0,0.0,316.53846153846155
242,FI-00,FruitCatching-5,1,False,13,19.5646595828414,126,,35.0,37,6096,6096,0,12079.0,0.0,3355.277777777778
243,FI-00,FruitCatching-6,19,False,20,25.36363636363636,138,,1.0,0,6672,6672,0,12093.0,0.0,87.6304347826087
244,FI-00,FruitCatching-7,5,False,17,24.73135175010175,81,,1.0,21,3936,3936,0,8192.0,0.0,101.1358024691358
245,FI-00,FruitCatching-8,2,False,11,19.250625064840747,154,,2.0,20,7440,7440,0,12078.0,0.0,156.85714285714286
246,FI-00,FruitCatching-9,8,False,21,26.00861678004535,97,,1.0,48,4704,4704,0,12179.0,0.0,125.55670103092783
247,FI-50,FruitCatching-1,1,False,10,19.79714963395577,140,,7.0,48,6768,3311,3457,12180.0,51.078605200945624,609.0
248,FI-50,FruitCatching-10,2,False,2,23.04643740568114,614,,,26,29520,14139,15381,12046.0,52.103658536585364,
249,FI-50,FruitCatching-11,12,False,16,27.492405406814143,214,,1.0,11,10320,4986,5334,12063.0,51.6860465116279,56.36915887850467
250,FI-50,FruitCatching-12,0,False,2,20.93319650618052,351,,41.0,31,16896,8086,8810,8454.0,52.142518939393945,987.5042735042734
251,FI-50,FruitCatching-13,1,False,11,20.10903887306683,344,,5.0,26,16560,7860,8700,12042.0,52.53623188405797,175.02906976744185
252,FI-50,FruitCatching-14,22,False,23,26.227272727272727,117,,17.0,0,5664,2953,2711,11035.0,47.86370056497175,1603.3760683760686
253,FI-50,FruitCatching-15,21,False,23,26.590123456790124,150,,1.0,0,7248,3750,3498,12066.0,48.26158940397351,80.44000000000001
254,FI-50,FruitCatching-16,7,False,25,27.1,153,,1.0,0,7392,3822,3570,5387.0,48.29545454545455,35.209150326797385
255,FI-50,FruitCatching-17,3,False,13,25.87520811097969,414,,2.0,16,19920,9564,10356,12062.0,51.98795180722892,58.27053140096618
256,FI-50,FruitCatching-18,9,False,12,28.251669197376188,322,,2.0,29,15504,7373,8131,12042.0,52.444530443756456,74.79503105590062
257,FI-50,FruitCatching-19,18,False,21,26.665137036994217,135,,8.0,0,6528,3408,3120,12079.0,47.794117647058826,715.7925925925927
258,FI-50,FruitCatching-2,12,False,16,23.452717879604677,114,,1.0,0,5520,2891,2629,12091.0,47.6268115942029,106.06140350877192
259,FI-50,FruitCatching-20,20,False,21,25.301441102756893,100,,63.0,0,4848,2553,2295,10685.0,47.339108910891085,6731.55
260,FI-50,FruitCatching-21,18,False,24,26.46426894701543,158,,1.0,0,7632,4022,3610,12082.0,47.30083857442348,76.46835443037975
261,FI-50,FruitCatching-22,5,False,13,27.447488029700036,305,,1.0,18,14688,7118,7570,12048.0,51.53867102396514,39.501639344262294
262,FI-50,FruitCatching-23,5,False,10,28.426308558523417,440,,1.0,64,21168,10179,10989,12046.0,51.91326530612245,27.377272727272725
263,FI-50,FruitCatching-24,17,False,18,24.53303908125564,108,,8.0,0,5232,2668,2564,9780.0,49.006116207951074,724.4444444444445
264,FI-50,FruitCatching-25,2,False,14,25.09874583977811,233,,1.0,12,11232,5357,5875,12103.0,52.30591168091168,51.94420600858369
265,FI-50,FruitCatching-26,16,False,18,27.939181921402785,257,,1.0,35,12384,5994,6390,12072.0,51.59883720930233,46.9727626459144
266,FI-50,FruitCatching-27,17,False,23,25.60449447601777,156,,1.0,0,7536,3924,3612,12164.0,47.92993630573248,77.97435897435898
267,FI-50,FruitCatching-28,26,False,26,27.433333333333334,100,,,0,4848,2514,2334,8776.0,48.14356435643564,
268,FI-50,FruitCatching-29,21,False,21,25.80227272727273,104,,,0,5040,2629,2411,10180.0,47.83730158730159,
269,FI-50,FruitCatching-3,12,False,14,25.229937888232783,211,,1.0,3,10176,4867,5309,12089.0,52.17177672955975,57.29383886255925
270,FI-50,FruitCatching-30,13,False,15,28.052588060473735,229,,1.0,38,11040,5250,5790,12038.0,52.44565217391305,52.56768558951965
271,FI-50,FruitCatching-31,15,False,17,27.956406725159376,318,,1.0,28,15312,7325,7987,12066.0,52.161703239289444,37.943396226415096
272,FI-50,FruitCatching-32,22,False,23,26.003372608454747,176,,1.0,0,8496,4452,4044,12060.0,47.59887005649718,68.52272727272728
273,FI-50,FruitCatching-33,17,False,23,26.386243386243383,105,,2.0,0,5088,2684,2404,12059.0,47.24842767295597,229.69523809523812
274,FI-50,FruitCatching-34,24,False,24,26.286020036429875,149,,,0,7200,3732,3468,11460.0,48.16666666666667,
275,FI-50,FruitCatching-35,23,False,23,26.08536155202822,117,,,0,5664,2951,2713,9283.0,47.89901129943503,
276,FI-50,FruitCatching-36,4,False,11,25.773883384079067,164,,1.0,26,7920,3773,4147,12038.0,52.361111111111114,73.40243902439025
277,FI-50,FruitCatching-37,17,False,21,25.218417366946777,156,,1.0,0,7536,3929,3607,8220.0,47.8635881104034,52.69230769230769
278,FI-50,FruitCatching-38,17,False,18,24.51253506746319,100,,1.0,0,4848,2535,2313,10438.0,47.71039603960396,104.38
279,FI-50,FruitCatching-39,14,False,15,23.815644203757248,133,,26.0,0,6432,3127,3305,12038.0,51.383706467661696,2353.2932330827066
280,FI-50,FruitCatching-4,20,False,21,25.33809793685678,118,,1.0,0,5712,3006,2706,7844.0,47.37394957983193,66.47457627118644
281,FI-50,FruitCatching-40,20,False,23,25.88237018349833,122,,1.0,0,5904,3089,2815,12107.0,47.679539295392956,99.23770491803279
282,FI-50,FruitCatching-41,16,False,17,23.89219576719576,94,,1.0,0,4560,2381,2179,12106.0,47.78508771929825,128.7872340425532
283,FI-50,FruitCatching-5,1,False,1,26.762642922257285,525,,,25,25248,12093,13155,12054.0,52.10313688212928,
284,FI-50,FruitCatching-6,19,False,21,26.122483423749244,199,,3.0,0,9600,4856,4744,10189.0,49.416666666666664,153.60301507537687
285,FI-50,FruitCatching-7,5,False,14,28.46283695949985,284,,1.0,32,13680,6602,7078,12066.0,51.73976608187134,42.485915492957744
286,FI-50,FruitCatching-8,2,False,5,24.62862288082161,325,,8.0,72,15648,7499,8149,12052.0,52.076942740286306,296.6646153846154
287,FI-50,FruitCatching-9,8,False,13,26.736549969275494,172,,4.0,25,8304,3965,4339,12043.0,52.25192678227361,280.06976744186045
288,FI-70,FruitCatching-1,1,False,8,22.954666212620605,642,,42.0,8,30864,8877,21987,8490.0,71.23833592534993,555.4205607476634
289,FI-70,FruitCatching-10,2,False,6,23.87388462425304,628,,12.0,11,30192,8569,21623,7061.0,71.61830948595654,134.9235668789809
290,FI-70,FruitCatching-11,12,False,13,28.19799194975635,110,,1.0,25,5328,1570,3758,12159.0,70.53303303303304,110.53636363636363
291,FI-70,FruitCatching-12,0,False,2,19.94527153424947,598,,4.0,7,28752,8285,20467,8182.0,71.18461324429605,54.72909698996656
292,FI-70,FruitCatching-13,1,False,11,20.45184962926661,714,,3.0,10,34320,9863,24457,12057.0,71.26165501165501,50.659663865546214
293,FI-70,FruitCatching-14,22,False,22,25.977272727272727,100,,,0,4848,1595,3253,4727.0,67.09983498349835,
294,FI-70,FruitCatching-15,21,False,24,26.800350631136045,153,,18.0,0,7392,2464,4928,8596.0,66.66666666666666,1011.2941176470588
295,FI-70,FruitCatching-16,7,False,24,26.45714285714286,101,,1.0,0,4896,1644,3252,2261.0,66.42156862745098,22.386138613861387
296,FI-70,FruitCatching-17,3,False,8,27.905655523725947,780,,1.0,25,37488,10766,26722,11426.0,71.28147673922321,14.648717948717948
297,FI-70,FruitCatching-18,9,False,12,28.136849580247823,213,,1.0,7,10272,3035,7237,12096.0,70.45366043613707,56.7887323943662
298,FI-70,FruitCatching-19,18,False,19,28.11468977439523,296,,4.0,18,14256,4191,10065,12048.0,70.60185185185185,162.8108108108108
299,FI-70,FruitCatching-2,12,False,16,23.14557502246182,110,,1.0,0,5328,1782,3546,8763.0,66.55405405405406,79.66363636363636
300,FI-70,FruitCatching-20,20,False,21,25.915476190476195,121,,3.0,0,5856,1922,3934,8336.0,67.17896174863388,206.67768595041323
301,FI-70,FruitCatching-21,18,False,25,26.91547619047619,232,,1.0,0,11184,3713,7471,10476.0,66.80078683834049,45.1551724137931
302,FI-70,FruitCatching-22,5,False,13,29.89177779355891,348,,1.0,68,16752,4830,11922,12038.0,71.16762177650429,34.5919540229885
303,FI-70,FruitCatching-23,5,False,8,26.46883158527617,493,,1.0,40,23712,6915,16797,12048.0,70.83755060728745,24.43813387423935
304,FI-70,FruitCatching-24,17,False,18,25.14271521564021,140,,15.0,0,6768,2116,4652,12120.0,68.73522458628841,1298.5714285714284
305,FI-70,FruitCatching-25,2,False,8,26.677366074878385,499,,1.0,19,24000,6967,17033,12041.0,70.97083333333333,24.130260521042082
306,FI-70,FruitCatching-26,16,False,17,26.241393868138303,547,,1.0,59,26304,7630,18674,12042.0,70.99300486618006,22.014625228519197
307,FI-70,FruitCatching-27,17,False,17,27.534113600993187,327,,,21,15744,4501,11243,12055.0,71.411331300813,
308,FI-70,FruitCatching-28,26,False,27,27.933333333333334,166,,78.0,0,8016,2634,5382,12045.0,67.14071856287424,5659.698795180723
309,FI-70,FruitCatching-29,21,False,23,29.203120243614045,473,,16.0,156,22752,6802,15950,12052.0,70.10372714486638,407.6786469344609
310,FI-70,FruitCatching-3,12,False,15,25.801307819312782,599,,1.0,6,28800,8299,20501,12050.0,71.18402777777779,20.11686143572621
311,FI-70,FruitCatching-30,13,False,16,28.392241007848952,529,,1.0,19,25440,7355,18085,12038.0,71.08883647798741,22.756143667296787
312,FI-70,FruitCatching-31,15,False,17,26.02831561169786,423,,1.0,4,20352,5945,14407,12048.0,70.78911163522012,28.4822695035461
313,FI-70,FruitCatching-32,22,False,23,28.604772816095696,281,,1.0,57,13536,4122,9414,12059.0,69.54787234042553,42.91459074733096
314,FI-70,FruitCatching-33,17,False,18,24.37528344671201,101,,1.0,0,4896,1584,3312,8668.0,67.64705882352942,85.82178217821782
315,FI-70,FruitCatching-34,24,False,24,26.228921270997773,100,,,0,4848,1587,3261,3797.0,67.26485148514851,
316,FI-70,FruitCatching-35,23,False,23,25.980962417048875,124,,,0,6000,2000,4000,5683.0,66.66666666666666,
317,FI-70,FruitCatching-36,4,False,10,27.34285018624988,481,,1.0,29,23136,6653,16483,12066.0,71.24394882434302,25.08523908523909
318,FI-70,FruitCatching-37,17,False,18,26.895483742826364,263,,1.0,25,12672,3638,9034,12051.0,71.29103535353535,45.8212927756654
319,FI-70,FruitCatching-38,17,False,18,26.71186497636688,118,,1.0,0,5712,1660,4052,12161.0,70.93837535014006,103.05932203389831
320,FI-70,FruitCatching-39,14,False,14,24.09582747891389,655,,,0,31488,9180,22308,11809.0,70.84603658536585,
321,FI-70,FruitCatching-4,20,False,21,28.3083645276736,425,,1.0,34,20448,6017,14431,12048.0,70.5741392801252,28.348235294117643
322,FI-70,FruitCatching-40,20,False,20,24.90458553791888,104,,,0,5040,1677,3363,4807.0,66.72619047619047,
323,FI-70,FruitCatching-41,16,False,19,24.5880291005291,135,,1.0,0,6528,2176,4352,12122.0,66.66666666666666,89.7925925925926
324,FI-70,FruitCatching-5,1,False,2,22.4248120105409,769,,35.0,20,36960,10648,26312,11294.0,71.19047619047619,514.0312093628088
325,FI-70,FruitCatching-6,19,False,19,26.964860474075277,274,,,0,13200,3801,9399,12081.0,71.20454545454545,
326,FI-70,FruitCatching-7,5,False,9,27.49972788556328,198,,2.0,41,9552,2737,6815,12171.0,71.3463149078727,122.93939393939395
327,FI-70,FruitCatching-8,2,False,8,24.417697955951677,488,,2.0,401,23472,6902,16570,12053.0,70.59475119291069,49.39754098360656
328,FI-70,FruitCatching-9,8,False,13,25.08289437415153,500,,3.0,9,24048,6945,17103,12057.0,71.12025948103793,72.342
329,TO-50,FruitCatching-1,1,False,13,19.010107376283845,201,,15.0,63,9696,5021,4675,12039.0,48.21575907590759,898.4328358208954
330,TO-50,FruitCatching-10,2,False,12,21.16111111111111,264,,19.0,30,12720,6652,6068,12050.0,47.704402515723274,867.2348484848485
331,TO-50,FruitCatching-11,12,False,16,23.13312324929972,173,,27.0,0,8352,4302,4050,12131.0,48.491379310344826,1893.2774566473988
332,TO-50,FruitCatching-12,0,False,4,17.0,297,,1.0,182,14304,7086,7218,8857.0,50.461409395973156,29.82154882154882
333,TO-50,FruitCatching-13,1,False,8,16.84285714285714,137,,3.0,3,6624,3492,3132,4152.0,47.28260869565217,90.91970802919708
334,TO-50,FruitCatching-14,22,False,23,26.33809523809524,142,,26.0,0,6864,3614,3250,12097.0,47.34848484848485,2214.9436619718313
335,TO-50,FruitCatching-15,21,False,22,26.20511253589795,103,,3.0,0,4992,2558,2434,8170.0,48.75801282051282,237.9611650485437
336,TO-50,FruitCatching-16,7,False,22,26.04643571392859,100,,1.0,0,4848,2542,2306,3751.0,47.56600660066007,37.51
337,TO-50,FruitCatching-17,3,False,12,24.0,151,,3.0,7,7296,3449,3847,4811.0,52.72752192982456,95.58278145695364
338,TO-50,FruitCatching-18,9,False,19,25.317597516857404,149,,4.0,46,7200,3679,3521,12057.0,48.90277777777778,323.67785234899327
339,TO-50,FruitCatching-19,18,False,21,25.75436214422958,120,,20.0,0,5808,3063,2745,9082.0,47.26239669421488,1513.6666666666665
340,TO-50,FruitCatching-2,12,False,16,23.452717879604677,136,,1.0,0,6576,3451,3125,12062.0,47.521289537712896,88.69117647058823
341,TO-50,FruitCatching-20,20,False,20,25.315476190476197,116,,,0,5616,3012,2604,11721.0,46.36752136752137,
342,TO-50,FruitCatching-21,18,False,23,26.43690476190476,156,,7.0,0,7536,3951,3585,8811.0,47.57165605095541,395.36538461538464
343,TO-50,FruitCatching-22,5,False,16,23.648548275251628,107,,1.0,10,5184,2639,2545,12138.0,49.09336419753087,113.43925233644859
344,TO-50,FruitCatching-23,5,False,16,22.69640656599559,125,,1.0,29,6048,3171,2877,12047.0,47.56944444444444,96.376
345,TO-50,FruitCatching-24,17,False,18,24.28303908125564,123,,53.0,0,5952,3124,2828,12068.0,47.513440860215056,5200.032520325203
346,TO-50,FruitCatching-25,2,False,20,25.46955524588101,196,,1.0,93,9456,4883,4573,12082.0,48.36082910321489,61.64285714285714
347,TO-50,FruitCatching-26,16,False,18,24.438728636629108,257,,1.0,0,12384,6383,6001,12064.0,48.457687338501295,46.94163424124514
348,TO-50,FruitCatching-27,17,False,18,24.273363231419,140,,6.0,0,6768,3485,3283,12050.0,48.50768321513003,516.4285714285714
349,TO-50,FruitCatching-28,26,False,26,27.433333333333334,100,,,0,4848,2510,2338,9809.0,48.226072607260726,
350,TO-50,FruitCatching-29,21,False,21,25.81053343896481,153,,,0,7392,3873,3519,12121.0,47.60551948051948,
351,TO-50,FruitCatching-3,12,False,18,24.93389109432867,123,,1.0,0,5952,3127,2825,12114.0,47.4630376344086,98.48780487804879
352,TO-50,FruitCatching-30,13,False,22,25.351880341880342,199,,1.0,16,9600,5022,4578,12057.0,47.6875,60.58793969849246
353,TO-50,FruitCatching-31,15,False,17,23.781396287328487,118,,1.0,0,5712,2977,2735,12167.0,47.88165266106443,103.11016949152543
354,TO-50,FruitCatching-32,22,False,23,25.71170594178808,101,,1.0,0,4896,2545,2351,6715.0,48.0187908496732,66.48514851485149
355,TO-50,FruitCatching-33,17,False,22,25.90793650793651,126,,11.0,0,6096,3156,2940,12075.0,48.22834645669291,1054.1666666666665
356,TO-50,FruitCatching-34,24,False,24,26.39558793766444,133,,,0,6432,3345,3087,8410.0,47.99440298507462,
357,TO-50,FruitCatching-35,23,False,23,26.152380952380955,142,,,0,6864,3509,3355,10471.0,48.878205128205124,
358,TO-50,FruitCatching-36,4,False,16,23.43413476501712,182,,1.0,6,8784,4608,4176,10053.0,47.540983606557376,55.23626373626374
359,TO-50,FruitCatching-37,17,False,21,25.158216148412222,299,,1.0,0,14400,7502,6898,12042.0,47.90277777777778,40.274247491638796
360,TO-50,FruitCatching-38,17,False,18,24.30405643738977,100,,1.0,0,4848,2593,2255,11220.0,46.51402640264026,112.2
361,TO-50,FruitCatching-39,14,False,16,22.997519028294377,154,,5.0,0,7440,3835,3605,12138.0,48.454301075268816,394.09090909090907
362,TO-50,FruitCatching-4,20,False,21,25.123809523809527,100,,1.0,0,4848,2523,2325,7505.0,47.95792079207921,75.05
363,TO-50,FruitCatching-40,20,False,22,25.74188712522046,135,,1.0,0,6528,3424,3104,9161.0,47.549019607843135,67.85925925925926
364,TO-50,FruitCatching-41,16,False,19,24.653361344537817,122,,1.0,0,5904,3096,2808,12211.0,47.5609756097561,100.09016393442623
365,TO-50,FruitCatching-5,1,False,11,19.71071428571429,265,,84.0,133,12768,6491,6277,12047.0,49.16196741854637,3818.671698113207
366,TO-50,FruitCatching-6,19,False,20,25.735064935064933,190,,90.0,0,9168,4803,4365,10238.0,47.611256544502616,4849.578947368421
367,TO-50,FruitCatching-7,5,False,16,23.77346407193716,117,,1.0,25,5664,2944,2720,12075.0,48.0225988700565,103.20512820512822
368,TO-50,FruitCatching-8,2,False,10,18.47963741051976,269,,3.0,85,12960,6757,6203,12086.0,47.86265432098765,134.78810408921933
369,TO-50,FruitCatching-9,8,False,9,19.6725585149314,146,,1.0,0,7056,3625,3431,12206.0,48.62528344671202,83.6027397260274
370,TO-70,FruitCatching-1,1,False,11,19.381139122315588,230,,42.0,57,11088,3668,7420,7671.0,66.91919191919192,1400.791304347826
371,TO-70,FruitCatching-10,2,False,11,20.214285714285715,119,,14.0,19,5760,1878,3882,4560.0,67.39583333333333,536.4705882352941
372,TO-70,FruitCatching-11,12,False,19,24.812103174603177,221,,1.0,43,10656,3544,7112,12064.0,66.74174174174175,54.58823529411765
373,TO-70,FruitCatching-12,0,False,2,16.0,251,,2.0,142,12096,3816,8280,3330.0,68.45238095238095,26.53386454183267
374,TO-70,FruitCatching-13,1,False,13,20.01785714285714,157,,9.0,53,7584,2476,5108,3501.0,67.35232067510549,200.69426751592357
375,TO-70,FruitCatching-14,22,False,22,25.977272727272727,100,,,0,4848,1597,3251,4577.0,67.0585808580858,
376,TO-70,FruitCatching-15,21,False,23,26.661552028218697,223,,66.0,0,10752,3482,7270,12011.0,67.61532738095238,3554.8251121076237
377,TO-70,FruitCatching-16,7,False,23,26.55555555555556,156,,1.0,0,7536,2449,5087,3022.0,67.50265392781316,19.371794871794872
378,TO-70,FruitCatching-17,3,False,16,24.0,203,,3.0,26,9792,2984,6808,4765.0,69.52614379084967,70.41871921182266
379,TO-70,FruitCatching-18,9,False,20,25.46024457568093,203,,1.0,111,9792,3193,6599,12090.0,67.39174836601308,59.556650246305416
380,TO-70,FruitCatching-19,18,False,19,25.194485601019704,181,,170.0,0,8736,2844,5892,10563.0,67.44505494505495,9921.049723756907
381,TO-70,FruitCatching-2,12,False,16,23.621467879604676,121,,14.0,0,5856,1929,3927,6801.0,67.0594262295082,786.8925619834711
382,TO-70,FruitCatching-20,20,False,20,25.419088161580422,185,,,0,8928,2921,6007,12058.0,67.28270609318996,
383,TO-70,FruitCatching-21,18,False,19,25.17177757000746,206,,44.0,0,9936,3345,6591,9704.0,66.33454106280193,2072.6990291262136
384,TO-70,FruitCatching-22,5,False,15,23.51590320090727,187,,1.0,25,9024,2883,6141,12038.0,68.05186170212765,64.37433155080214
385,TO-70,FruitCatching-23,5,False,14,22.7172502334267,162,,3.0,24,7824,2580,5244,12104.0,67.02453987730061,224.14814814814812
386,TO-70,FruitCatching-24,17,False,20,24.843160684706238,185,,1.0,0,8928,2895,6033,12101.0,67.5739247311828,65.41081081081082
387,TO-70,FruitCatching-25,2,False,15,22.39335317460317,141,,1.0,18,6816,2264,4552,6073.0,66.78403755868545,43.0709219858156
388,TO-70,FruitCatching-26,16,False,17,23.479728755205063,186,,1.0,0,8976,2972,6004,6248.0,66.88948306595366,33.59139784946237
389,TO-70,FruitCatching-27,17,False,23,25.542402972749795,272,,80.0,0,13104,4277,8827,12046.0,67.36111111111111,3542.9411764705883
390,TO-70,FruitCatching-28,26,False,26,27.454761904761902,118,,,0,5712,1941,3771,9622.0,66.01890756302521,
391,TO-70,FruitCatching-29,21,False,21,25.602272727272727,107,,,0,5184,1741,3443,5605.0,66.41589506172839,
392,TO-70,FruitCatching-3,12,False,20,24.725,209,,1.0,0,10080,3333,6747,12037.0,66.93452380952381,57.593301435406694
393,TO-70,FruitCatching-30,13,False,18,24.34354700854701,140,,1.0,6,6768,2180,4588,8601.0,67.78959810874704,61.43571428571428
394,TO-70,FruitCatching-31,15,False,17,23.86450198955488,161,,1.0,0,7776,2532,5244,12208.0,67.43827160493827,75.82608695652173
395,TO-70,FruitCatching-32,22,False,23,25.71170594178808,100,,1.0,0,4848,1560,3288,3965.0,67.82178217821783,39.65
396,TO-70,FruitCatching-33,17,False,19,25.415079365079364,191,,1.0,0,9216,3054,6162,12139.0,66.86197916666666,63.554973821989535
397,TO-70,FruitCatching-34,24,False,24,26.228921270997773,100,,,0,4848,1555,3293,3922.0,67.92491749174917,
398,TO-70,FruitCatching-35,23,False,23,26.152380952380955,176,,,0,8496,2827,5669,8677.0,66.72551789077212,
399,TO-70,FruitCatching-36,4,False,12,22.0,142,,1.0,2,6864,2108,4756,3738.0,69.28904428904428,26.323943661971832
400,TO-70,FruitCatching-37,17,False,18,23.84168035862062,100,,1.0,0,4848,1572,3276,1811.0,67.57425742574257,18.11
401,TO-70,FruitCatching-38,17,False,18,24.30405643738977,100,,1.0,0,4848,1572,3276,6098.0,67.57425742574257,60.980000000000004
402,TO-70,FruitCatching-39,14,False,21,24.747585631960632,133,,30.0,21,6432,2162,4270,12193.0,66.386815920398,2750.300751879699
403,TO-70,FruitCatching-4,20,False,21,25.123809523809527,102,,2.0,0,4944,1636,3308,4927.0,66.9093851132686,96.6078431372549
404,TO-70,FruitCatching-40,20,False,21,25.313321980411164,160,,1.0,0,7728,2491,5237,7148.0,67.76656314699792,44.675000000000004
405,TO-70,FruitCatching-41,16,False,19,24.369047619047617,138,,1.0,0,6672,2229,4443,12120.0,66.59172661870504,87.82608695652173
406,TO-70,FruitCatching-5,1,False,11,18.02180243998426,262,,25.0,28,12624,4078,8546,8196.0,67.69645120405576,782.0610687022901
407,TO-70,FruitCatching-6,19,False,19,25.08588460719608,100,,,0,4848,1564,3284,4372.0,67.73927392739274,
408,TO-70,FruitCatching-7,5,False,14,23.22307698338905,258,,3.0,38,12432,4147,8285,12072.0,66.6425353925354,140.37209302325581
409,TO-70,FruitCatching-8,2,False,11,23.0,393,,34.0,344,18912,5990,12922,12075.0,68.32698815566836,1044.6564885496182
410,TO-70,FruitCatching-9,8,False,13,23.137712983296037,342,,1.0,134,16464,5481,10983,12037.0,66.70918367346938,35.19590643274854
411,FI-00,FruitCatching-1,1,False,1,13.198996265172736,100,,,0,4848,4848,0,3216.0,0.0,
412,FI-00,FruitCatching-10,2,False,10,20.41111111111111,135,,2.0,9,6528,6528,0,12075.0,0.0,178.88888888888889
413,FI-00,FruitCatching-11,12,False,20,24.708336562886764,79,,5.0,8,3840,3840,0,12148.0,0.0,768.8607594936709
414,FI-00,FruitCatching-12,0,False,3,14.049000145137974,209,,1.0,0,10080,10080,0,12046.0,0.0,57.63636363636363
415,FI-00,FruitCatching-13,1,False,8,17.09285714285714,178,,4.0,4,8592,8592,0,12087.0,0.0,271.61797752808985
416,FI-00,FruitCatching-14,22,False,22,25.977272727272727,72,,,0,3504,3504,0,12061.0,0.0,
417,FI-00,FruitCatching-15,21,False,22,26.391515142642422,70,,1.0,0,3408,3408,0,12176.0,0.0,173.94285714285715
418,FI-00,FruitCatching-16,7,False,23,26.189346912547684,117,,1.0,0,5664,5664,0,9145.0,0.0,78.16239316239317
